stt,date,Latitude,Longitude,density,class
1027,10/24/2021,41.782759,-87.620541,890,Sparse
1028,10/25/2021,41.877521,-87.688801,392,Sparse
1029,10/26/2021,41.877258,-87.712307,365,Sparse
1030,10/27/2021,41.877989,-87.643682,342,Sparse
1031,10/28/2021,41.878111,-87.634405,273,Sparse
1032,10/29/2021,41.877853,-87.652996,247,Sparse
1033,10/30/2021,41.892841,-87.706475,247,Sparse
1034,10/31/2021,41.885625,-87.649854,5408,Normal
1035,11/1/2021,41.884665,-87.685501,4909,Normal
1036,11/2/2021,41.890186,-87.632548,4215,Normal
1037,11/3/2021,41.880972,-87.632336,1652,Normal
1038,11/4/2021,41.881427,-87.668678,1968,Normal
1039,11/5/2021,41.881657,-87.65456,9926,Crowded
1040,11/6/2021,41.881836,-87.642708,9835,Crowded
1041,11/7/2021,41.866034,-87.624114,9770,Crowded
1042,11/8/2021,41.859365,-87.623968,7444,Normal
1043,11/9/2021,41.838343,-87.623444,10255,Crowded
1044,11/10/2021,41.795074,-87.622477,8862,Crowded
1045,11/11/2021,41.782937,-87.622164,507,Sparse
1046,11/12/2021,41.873905,-87.624218,507,Sparse
1047,11/13/2021,41.881365,-87.624349,523,Sparse
1048,11/14/2021,41.893982,-87.624231,2264,Normal
1049,11/15/2021,41.903687,-87.667,2819,Normal
1050,11/16/2021,41.894073,-87.656489,2999,Normal
1051,11/17/2021,41.892439,-87.630272,2865,Normal
1052,11/18/2021,41.892579,-87.621433,4956,Normal
1053,11/19/2021,41.902872,-87.637416,1312,Normal
1054,11/20/2021,41.898079,-87.726166,1577,Normal
1055,11/21/2021,41.875691,-87.725497,3018,Normal
1056,11/22/2021,41.881938,-87.725706,3087,Normal
1057,11/23/2021,41.907466,-87.726445,3414,Normal
1058,11/24/2021,41.880487,-87.657103,2849,Normal
1059,11/25/2021,41.884466,-87.634637,588,Sparse
1060,11/26/2021,41.884359,-87.650176,582,Sparse
1061,11/27/2021,41.884431,-87.643422,776,Sparse
1062,11/28/2021,41.886224,-87.70135,94,Sparse
1063,11/29/2021,41.879204,-87.701155,1033,Normal
1064,11/30/2021,41.859198,-87.627233,243,Sparse
1065,12/1/2021,41.854398,-87.627117,13887,Crowded
1066,12/2/2021,41.838301,-87.626773,9924,Crowded
1067,12/3/2021,41.796139,-87.62574,11185,Crowded
1068,12/4/2021,41.784837,-87.625446,5456,Normal
1069,12/5/2021,41.896924,-87.628206,4685,Normal
1070,12/6/2021,41.873424,-87.627576,4685,Normal
1071,12/7/2021,41.87665,-87.648742,4654,Normal
1072,12/8/2021,41.890636,-87.626681,4257,Normal
1073,12/9/2021,41.88133,-87.626189,4257,Normal
1074,12/10/2021,41.878077,-87.636914,3891,Normal
1075,12/11/2021,41.886817,-87.630054,673,Sparse
1076,12/12/2021,41.884486,-87.637068,1712,Normal
1077,12/13/2021,41.882074,-87.687892,661,Sparse
1078,12/14/2021,41.882362,-87.668041,677,Sparse
1079,12/15/2021,41.838156,-87.689438,578,Sparse
1080,12/16/2021,41.836974,-87.719101,413,Sparse
1081,12/17/2021,41.863688,-87.666307,694,Sparse
1082,12/18/2021,41.847901,-87.677408,639,Sparse
1083,12/19/2021,41.852621,-87.715027,2037,Normal
1084,12/20/2021,41.846067,-87.714837,2165,Normal
1085,12/21/2021,41.851632,-87.717386,2236,Normal
1086,12/22/2021,41.851353,-87.738835,1742,Normal
1087,12/23/2021,41.851922,-87.646473,254,Sparse
1088,12/24/2021,41.83815,-87.709739,305,Sparse
1089,12/25/2021,41.831089,-87.704652,1422,Normal
1090,12/26/2021,41.854103,-87.734588,1540,Normal
1091,12/27/2021,41.857111,-87.707844,347,Sparse
1092,12/28/2021,41.846235,-87.72462,420,Sparse
1093,12/29/2021,41.852808,-87.724789,910,Sparse
1094,12/30/2021,41.866765,-87.67545,722,Sparse
1095,12/31/2021,41.866958,-87.659,722,Sparse
1096,1/1/2022,41.856527,-87.685756,434,Sparse
1097,1/2/2022,41.808188,-87.699833,2209,Normal
1098,1/3/2022,41.807974,-87.715402,2500,Normal
